x/c,    y/c
0.427053589,    -0.064923781
0.42897083  ,-0.064856535
0.430888052,    -0.064788786
0.432805257,    -0.064720531
0.434722443,    -0.064651766
0.436639611,    -0.064582487
0.438556761,    -0.06451269
0.440473891,    -0.064442371
0.442391001,    -0.064371523
0.444308092,    -0.06430014
0.446225163,    -0.064228217
0.448142213,    -0.064155747
0.450059242,    -0.064082722
0.451976249,    -0.064009133
0.453893235,    -0.063934974
0.455810198,    -0.063860235
0.457727137,    -0.063784906
0.459644054,    -0.063708979
0.461560946,    -0.063632441
0.463477813,    -0.063555284
0.465394654,    -0.063477495
0.46731147  ,-0.063399062
0.469228258,    -0.063319974
0.471145019,    -0.063240218
0.473061751,    -0.06315978
0.474978454,    -0.063078647
0.476895127,    -0.062996804
0.478811768,    -0.062914238
0.480728378,    -0.062830933
0.482644955,    -0.062746873
0.484561498,    -0.062662042
0.486478006,    -0.062576425
0.488394477,    -0.062490003
0.490310912,    -0.062402761
0.492227308,    -0.062314679
0.494143665,    -0.062225741
0.496059981,    -0.062135926
0.497976254,    -0.062045217
0.499892484,    -0.061953593
0.501808669,    -0.061861035
0.503724808,    -0.061767522
0.505640899,    -0.061673034
0.507556941,    -0.061577549
0.509472931,    -0.061481046
0.511388869,    -0.061383503
0.513304753,    -0.061284897
0.51522058  ,-0.061185207
0.51713635  ,-0.061084408
0.519052059,    -0.060982478
0.520967707,    -0.060879393
0.522883291,    -0.060775128
0.524798809,    -0.060669659
0.526714259,    -0.060562962
0.528629638,    -0.06045501
0.530544945,    -0.060345779
0.532460178,    -0.060235243
0.534375333,    -0.060123375
0.536290408,    -0.06001015
0.5382054   ,-0.05989554
0.540120308,    -0.059779519
0.542035128,    -0.059662059
0.543949858,    -0.059543133
0.545864494,    -0.059422713
0.547779034,    -0.059300772
0.549693474,    -0.05917728
0.551607813,    -0.05905221
0.553522045,    -0.058925532
0.555436168,    -0.058797219
0.557350179,    -0.058667241
0.559264075,    -0.058535568
0.56117785  ,-0.058402172
0.563091503,    -0.058267022
0.565005029,    -0.058130089
0.566918425,    -0.057991344
0.568831686,    -0.057850756
0.570744808,    -0.057708295
0.572657788,    -0.057563931
0.574570621,    -0.057417635
0.576483303,    -0.057269374
0.578395829,    -0.05711912
0.580308195,    -0.056966842
0.582220397,    -0.056812509
0.584132429,    -0.056656091
0.586044286,    -0.056497557
0.587955965,    -0.056336877
0.589867459,    -0.056174021
0.591778764,    -0.056008958
0.593689875,    -0.055841658
0.595600785,    -0.055672091
0.597511491,    -0.055500226
0.599421985,    -0.055326034
0.601332264,    -0.055149484
0.60324232  ,-0.054970547
0.605152148,    -0.054789193
0.607061742,    -0.054605393
0.608971096,    -0.054419116
0.610880205,    -0.054230336
0.612789061,    -0.054039021
0.614697658,    -0.053845144
0.616605991,    -0.053648677
0.618514052,    -0.053449591
0.620421835,    -0.053247858
0.622329334,    -0.053043451
0.624236541,    -0.052836342
0.62614345  ,-0.052626505
0.628050053,    -0.052413914
0.629956345,    -0.052198541
0.631862317,    -0.051980362
0.633767963,    -0.051759351
0.635673276,    -0.051535483
0.637578248,    -0.051308734
0.639482871,    -0.05107908
0.64138714  ,-0.050846497
0.643291045,    -0.050610962
0.64519458  ,-0.050372453
0.647097738,    -0.050130947
0.64900051  ,-0.049886425
0.650902889,    -0.049638864
0.652804867,    -0.049388245
0.654706438,    -0.049134548
0.656607593,    -0.048877754
0.658508324,    -0.048617846
0.660408625,    -0.048354805
0.662308487,    -0.048088614
0.664207903,    -0.047819258
0.666106864,    -0.047546722
0.668005365,    -0.04727099
0.669903397,    -0.046992048
0.671800952,    -0.046709885
0.673698024,    -0.046424487
0.675594604,    -0.046135843
0.677490686,    -0.045843942
0.679386263,    -0.045548776
0.681281326,    -0.045250335
0.68317587  ,-0.044948612
0.685069887,    -0.044643598
0.68696337  ,-0.04433529
0.688856313,    -0.044023681
0.690748709,    -0.043708768
0.692640551,    -0.043390547
0.694531834,    -0.043069018
0.696422551,    -0.042744178
0.698312697,    -0.042416028
0.700202265,    -0.04208457
0.702091251,    -0.041749805
0.703979648,    -0.041411738
0.705867451,    -0.041070373
0.707754656,    -0.040725715
0.709641259,    -0.040377772
0.711527254,    -0.040026552
0.713412637,    -0.039672065
0.715297406,    -0.03931432
0.717181555,    -0.03895333
0.719065082,    -0.038589108
0.720947985,    -0.038221669
0.722830259,    -0.037851027
0.724711904,    -0.037477201
0.726592917,    -0.037100209
0.728473296,    -0.03672007
0.730353041,    -0.036336806
0.732232151,    -0.035950438
0.734110625,    -0.035560992
0.735988463,    -0.035168492
0.737865666,    -0.034772965
0.739742235,    -0.03437444
0.741618171,    -0.033972946
0.743493476,    -0.033568515
0.745368152,    -0.033161179
0.747242202,    -0.032750972
0.749115629,    -0.032337931
0.750988437,    -0.031922093
0.752860631,    -0.031503496
0.754732215,    -0.031082182
0.756603195,    -0.030658194
0.758473577,    -0.030231573
0.760343367,    -0.029802368
0.762212573,    -0.029370623
0.764081202,    -0.02893639
0.765949262,    -0.028499718
0.767816763,    -0.028060659
0.769683715,    -0.027619269
0.771550127,    -0.027175603
0.77341601  ,-0.026729719
0.775281376,    -0.026281677
0.777146237,    -0.025831538
0.779010607,    -0.025379366
0.780874498,    -0.024925226
0.782737925,    -0.024469186
0.784600903,    -0.024011315
0.786463447,    -0.023551684
